,market,airlineaa,airlinedl,airlineua,airlineal,airlinelcc,airlinewn,airport1,population1,tourism1,airport2,population2,tourism2,distance,passengers
811,BWIMSY,1,1,0,1,0,1,BWI,651154,0,MSY,484674,0,998,24554
812,BWIOAK,1,1,1,1,0,1,BWI,651154,0,OAK,399484,1,2446,14433
813,BWIOKC,1,1,1,1,0,1,BWI,651154,0,OKC,506132,0,1180,9536
814,BWIOMA,1,1,1,1,0,1,BWI,651154,0,OMA,390007,0,1025,5982
815,BWIORD,1,1,1,1,0,0,BWI,651154,0,ORD,2896016,0,621,43171
816,BWIORF,0,0,0,0,0,0,BWI,651154,0,ORF,234403,0,159,4177
817,BWIPBI,0,1,0,1,0,1,BWI,651154,0,PBI,82103,1,883,17161
818,BWIPDX,1,1,1,1,1,1,BWI,651154,0,PDX,529121,0,2358,15000
819,BWIPNS,0,1,0,1,0,0,BWI,651154,0,PNS,56255,1,848,1994
820,BWIPVD,0,0,0,1,0,1,BWI,651154,0,PVD,173618,0,328,78813
821,BWIRDU,0,0,0,0,0,1,BWI,651154,0,RDU,463128,0,255,22851
822,BWIROC,0,0,0,0,0,0,BWI,651154,0,ROC,219773,0,277,3182
823,BWIRSW,0,1,0,1,0,0,BWI,651154,0,RSW,51970,1,919,7464
824,BWISAN,1,1,1,1,1,1,BWI,651154,0,SAN,1223400,1,2295,34655
825,BWISAT,1,1,1,1,0,1,BWI,651154,0,SAT,1144646,0,1407,17184
826,BWISDF,0,1,0,1,0,1,BWI,651154,0,SDF,256231,0,495,26706
827,BWISEA,1,1,1,1,1,1,BWI,651154,0,SEA,563374,0,2335,27741
828,BWISFO,1,1,1,1,1,0,BWI,651154,0,SFO,776733,1,2457,31160
829,BWISHV,1,1,0,0,0,0,BWI,651154,0,SHV,200145,0,1128,995
830,BWISJC,1,1,1,1,0,1,BWI,651154,0,SJC,894943,1,2438,14207
831,BWISLC,1,1,1,1,1,1,BWI,651154,0,SLC,181743,0,1864,18111
832,BWISMF,1,1,1,1,0,1,BWI,651154,0,SMF,407018,1,2395,13438
833,BWISNA,1,0,1,1,0,0,BWI,651154,0,SNA,337977,1,2307,6623
834,BWISRQ,0,1,0,1,0,0,BWI,651154,0,SRQ,52715,1,882,1454
835,BWISTL,1,0,1,1,0,1,BWI,651154,0,STL,348189,0,737,35946
836,BWITOL,0,0,0,0,0,0,BWI,651154,0,TOL,313619,0,411,756
837,BWITPA,0,1,0,1,0,1,BWI,651154,0,TPA,303447,1,842,45004
838,BWITUL,1,1,0,1,0,1,BWI,651154,0,TUL,393049,0,1071,5851
839,BWITUS,1,1,1,1,0,1,BWI,651154,0,TUS,486699,0,1976,7140
840,BWITYS,0,1,0,0,0,0,BWI,651154,0,TYS,173890,0,466,1596
841,CAECMH,0,1,0,1,0,0,CAE,116278,0,CMH,711470,0,435,820
842,CAECVG,0,1,0,0,0,0,CAE,116278,0,CVG,331285,0,404,1352
843,CAEDAL,0,0,0,0,0,0,CAE,116278,0,DAL,1188580,0,912,61
844,CAEDCA,0,1,0,0,0,0,CAE,116278,0,DCA,572059,0,408,3349
845,CAEDEN,0,1,0,0,0,0,CAE,116278,0,DEN,554636,0,1390,1798
846,CAEDFW,0,1,0,0,0,0,CAE,116278,0,DFW,534694,0,922,3341
847,CAEFLL,0,1,0,0,0,0,CAE,116278,0,FLL,152397,1,721,1066
848,CAEIAD,0,0,0,0,0,0,CAE,116278,0,IAD,572059,0,401,416
849,CAEIND,0,1,0,0,0,0,CAE,116278,0,IND,781870,0,502,1078
850,CAELAX,0,1,0,1,0,0,CAE,116278,0,LAX,3694820,1,2137,1860
851,CAELGA,0,0,0,1,0,0,CAE,116278,0,LGA,8008278,0,617,4521
852,CAEMCI,0,1,0,1,0,0,CAE,116278,0,MCI,441545,0,883,1126
853,CAEMCO,0,1,0,1,0,0,CAE,116278,0,MCO,185951,1,557,1496
854,CAEMDT,0,0,0,0,0,0,CAE,116278,0,MDT,48880,0,495,337
855,CAEMEM,0,1,0,0,0,0,CAE,116278,0,MEM,650100,0,523,819
856,CAEMIA,0,1,0,0,0,0,CAE,116278,0,MIA,362470,1,739,1130
857,CAEMKE,0,1,0,0,0,0,CAE,116278,0,MKE,596974,0,722,854
858,CAEMSY,0,1,0,0,0,0,CAE,116278,0,MSY,484674,0,616,1109
859,CAEOKC,0,1,0,0,0,0,CAE,116278,0,OKC,506132,0,952,449
860,CAEORD,0,1,0,1,0,0,CAE,116278,0,ORD,2896016,0,666,2141
861,CAEPBI,0,1,0,0,0,0,CAE,116278,0,PBI,82103,1,679,503
862,CAERIC,0,1,0,0,0,0,CAE,116278,0,RIC,197790,0,325,557
863,CAESAN,0,1,0,0,0,0,CAE,116278,0,SAN,1223400,1,2082,920
864,CAESAT,0,1,0,1,0,0,CAE,116278,0,SAT,1144646,0,1064,1281
865,CAESDF,0,1,0,0,0,0,CAE,116278,0,SDF,256231,0,425,756
866,CAESEA,0,1,0,1,0,0,CAE,116278,0,SEA,563374,0,2368,1296
867,CAESFO,0,1,0,0,0,0,CAE,116278,0,SFO,776733,1,2330,1375
868,CAESLC,0,1,0,0,0,0,CAE,116278,0,SLC,181743,0,1780,833
869,CAESTL,0,1,0,1,0,0,CAE,116278,0,STL,348189,0,612,1489
870,CAETPA,0,1,0,0,0,0,CAE,116278,0,TPA,303447,1,597,1461
871,CAKDAL,0,0,0,0,0,0,CAK,217074,0,DAL,1188580,0,1016,7
872,CAKDEN,0,0,0,0,0,0,CAK,217074,0,DEN,554636,0,1232,502
873,CAKDFW,0,0,0,1,1,0,CAK,217074,0,DFW,534694,0,1026,2504
874,CAKFLL,0,0,0,1,1,0,CAK,217074,0,FLL,152397,1,1026,2207
875,CAKHOU,0,0,0,0,1,0,CAK,217074,0,HOU,1953631,0,1100,311
876,CAKJAX,0,0,0,0,1,0,CAK,217074,0,JAX,735617,1,723,1179
877,CAKLAX,0,0,0,0,0,0,CAK,217074,0,LAX,3694820,1,2089,685
878,CAKLGA,0,0,0,0,0,0,CAK,217074,0,LGA,8008278,0,405,1095
879,CAKMCO,0,0,0,1,1,0,CAK,217074,0,MCO,185951,1,860,5860
880,CAKMEM,0,0,0,0,0,0,CAK,217074,0,MEM,650100,0,617,677
881,CAKMIA,0,0,0,0,1,0,CAK,217074,0,MIA,362470,1,1044,1146
882,CAKMSY,0,0,0,0,0,0,CAK,217074,0,MSY,484674,0,914,620
883,CAKORD,0,0,0,0,0,0,CAK,217074,0,ORD,2896016,0,344,396
884,CAKPBI,0,0,0,0,0,0,CAK,217074,0,PBI,82103,1,984,603
885,CAKPNS,0,0,0,0,0,0,CAK,217074,0,PNS,56255,1,859,197
886,CAKRDU,0,0,0,1,0,0,CAK,217074,0,RDU,463128,0,398,782
887,CAKRSW,0,0,0,0,1,0,CAK,217074,0,RSW,51970,1,994,2641
888,CAKSRQ,0,0,0,0,0,0,CAK,217074,0,SRQ,52715,1,942,318
889,CAKTPA,0,0,0,1,1,0,CAK,217074,0,TPA,303447,1,894,4235
890,CHADAL,0,0,0,0,0,0,CHA,155554,0,DAL,1188580,0,827,41
891,CHADCA,0,1,0,1,0,0,CHA,155554,0,DCA,572059,0,572,966
892,CHADEN,0,1,0,0,0,0,CHA,155554,0,DEN,554636,0,1118,1102
893,CHADFW,0,1,0,0,0,0,CHA,155554,0,DFW,534694,0,695,1714
894,CHAFLL,0,1,0,0,0,0,CHA,155554,0,FLL,152397,1,687,828
895,CHAJAX,0,1,0,0,0,0,CHA,155554,0,JAX,735617,1,376,539
896,CHALAX,0,1,0,0,0,0,CHA,155554,0,LAX,3694820,1,1890,772
897,CHALGA,0,1,0,1,0,0,CHA,155554,0,LGA,8008278,0,785,1636
898,CHAMCO,0,1,0,0,0,0,CHA,155554,0,MCO,185951,1,509,1360
899,CHAMEM,0,0,0,0,0,0,CHA,155554,0,MEM,650100,0,271,277
900,CHAMIA,0,1,0,0,0,0,CHA,155554,0,MIA,362470,1,701,407
901,CHAMSY,0,1,0,0,0,0,CHA,155554,0,MSY,484674,0,531,553
902,CHAORD,1,1,0,0,0,0,CHA,155554,0,ORD,2896016,0,501,2889
903,CHARDU,0,1,0,0,0,0,CHA,155554,0,RDU,463128,0,367,887
904,CHASFO,0,1,0,0,0,0,CHA,155554,0,SFO,776733,1,2078,639
905,CHASTL,0,1,0,0,0,0,CHA,155554,0,STL,348189,0,527,559
906,CHATPA,0,1,0,0,0,0,CHA,155554,0,TPA,303447,1,512,1067
907,CHSCMH,0,1,0,1,0,0,CHS,96650,0,CMH,711470,0,514,1230
908,CHSCVG,0,1,0,0,0,0,CHS,96650,0,CVG,331285,0,497,2034
909,CHSDAL,0,0,0,0,0,0,CHS,96650,0,DAL,1188580,0,980,74
910,CHSDAY,0,1,0,1,0,0,CHS,96650,0,DAY,166179,0,536,1016
911,CHSDCA,0,1,0,1,0,0,CHS,96650,0,DCA,572059,0,444,4697
912,CHSDEN,0,1,0,1,0,0,CHS,96650,0,DEN,554636,0,1458,2666
913,CHSDFW,0,1,0,1,0,0,CHS,96650,0,DFW,534694,0,987,3675
914,CHSFLL,0,1,0,1,0,0,CHS,96650,0,FLL,152397,1,800,1319
915,CHSHOU,0,1,0,0,0,0,CHS,96650,0,HOU,1953631,0,955,309
916,CHSIAD,0,1,0,0,0,0,CHS,96650,0,IAD,572059,0,441,728
917,CHSIND,0,1,0,1,0,0,CHS,96650,0,IND,781870,0,585,1498
918,CHSJAN,0,1,0,0,0,0,CHS,96650,0,JAN,184256,0,600,373
919,CHSJFK,0,0,0,0,0,0,CHS,96650,0,JFK,8008278,0,669,154
920,CHSLAX,0,1,0,1,0,0,CHS,96650,0,LAX,3694820,1,2205,2971
921,CHSLEX,0,1,0,0,0,0,CHS,96650,0,LEX,260512,0,450,401
922,CHSLGA,0,1,0,1,0,0,CHS,96650,0,LGA,8008278,0,641,8469
923,CHSLIT,0,1,0,0,0,0,CHS,96650,0,LIT,183133,0,712,481
924,CHSMCI,0,1,0,1,0,0,CHS,96650,0,MCI,441545,0,942,1565
925,CHSMCO,0,1,0,1,0,0,CHS,96650,0,MCO,185951,1,636,1163
926,CHSMDT,0,0,0,1,0,0,CHS,96650,0,MDT,48880,0,580,576
927,CHSMEM,0,1,0,1,0,0,CHS,96650,0,MEM,650100,0,589,1149
928,CHSMIA,0,1,0,1,0,0,CHS,96650,0,MIA,362470,1,490,1429
929,CHSMKE,0,1,0,1,0,0,CHS,96650,0,MKE,596974,0,815,1115
930,CHSMOB,0,1,0,0,0,0,CHS,96650,0,MOB,198915,0,561,416
931,CHSMSY,0,1,0,1,0,0,CHS,96650,0,MSY,484674,0,635,1539
932,CHSOKC,0,1,0,0,0,0,CHS,96650,0,OKC,506132,0,1020,563
933,CHSOMA,0,1,0,0,0,0,CHS,96650,0,OMA,390007,0,1047,521
934,CHSORD,0,1,0,1,0,0,CHS,96650,0,ORD,2896016,0,760,3880
935,CHSORF,0,1,0,1,0,0,CHS,96650,0,ORF,234403,0,351,1205
936,CHSPBI,0,1,0,1,0,0,CHS,96650,0,PBI,82103,1,758,759
937,CHSPDX,0,1,0,0,0,0,CHS,96650,0,PDX,529121,0,2413,829
938,CHSPNS,0,1,0,0,0,0,CHS,96650,0,PNS,56255,1,531,539
939,CHSPVD,0,1,0,1,0,0,CHS,96650,0,PVD,173618,0,771,1282
940,CHSRDU,0,0,0,0,1,0,CHS,96650,0,RDU,463128,0,217,687
941,CHSRIC,0,1,0,1,0,0,CHS,96650,0,RIC,197790,0,424,804
942,CHSROC,0,0,0,1,0,0,CHS,96650,0,ROC,219773,0,717,724
943,CHSSAN,0,1,0,1,0,0,CHS,96650,0,SAN,1223400,1,2150,1969
944,CHSSAT,0,1,0,0,0,0,CHS,96650,0,SAT,1144646,0,1116,1024
945,CHSSDF,0,1,0,1,0,0,CHS,96650,0,SDF,256231,0,485,1122
946,CHSSEA,0,1,0,1,0,0,CHS,96650,0,SEA,563374,0,2415,1955
947,CHSSFO,0,1,0,1,0,0,CHS,96650,0,SFO,776733,1,2395,2222
948,CHSSLC,0,1,0,0,0,0,CHS,96650,0,SLC,181743,0,1848,785
949,CHSSTL,1,1,0,1,0,0,CHS,96650,0,STL,348189,0,705,2286
950,CHSSYR,0,0,0,1,0,0,CHS,96650,0,SYR,147306,0,736,532
951,CHSTPA,0,1,0,1,0,0,CHS,96650,0,TPA,303447,1,371,1415
952,CHSTUL,0,1,0,0,0,0,CHS,96650,0,TUL,393049,0,933,404
953,CMHCOS,1,0,1,0,0,0,CMH,711470,0,COS,360890,0,1184,1247
954,CMHDAB,0,1,0,0,0,0,CMH,711470,0,DAB,64112,1,812,1053
955,CMHDAL,0,0,0,1,0,0,CMH,711470,0,DAL,1188580,0,920,432
956,CMHDCA,1,0,0,1,0,0,CMH,711470,0,DCA,572059,0,322,10876
957,CMHDEN,1,1,1,1,0,0,CMH,711470,0,DEN,554636,0,1155,9843
958,CMHDFW,1,1,1,1,0,0,CMH,711470,0,DFW,534694,0,927,13388
959,CMHDSM,1,0,0,0,0,0,CMH,711470,0,DSM,198682,0,575,984
960,CMHELP,1,0,0,1,0,0,CMH,711470,0,ELP,563662,0,1428,1163
961,CMHFLL,1,1,0,1,1,1,CMH,711470,0,FLL,152397,1,972,9994
962,CMHGEG,0,0,1,1,0,0,CMH,711470,0,GEG,195629,0,1794,896
963,CMHGRR,0,0,0,1,0,0,CMH,711470,0,GRR,197800,0,242,1146
964,CMHGSO,0,1,0,1,0,0,CMH,711470,0,GSO,223891,0,313,1137
965,CMHGSP,0,1,0,1,0,0,CMH,711470,0,GSP,56720,0,422,894
966,CMHHOU,0,1,0,0,0,1,CMH,711470,0,HOU,1953631,0,1001,1973
967,CMHICT,1,0,0,0,0,0,CMH,711470,0,ICT,344284,0,802,626
968,CMHISP,0,0,0,0,0,1,CMH,711470,0,ISP,17932,0,519,1317
969,CMHJAN,0,1,0,0,0,0,CMH,711470,0,JAN,184256,0,671,835
970,CMHJAX,0,1,0,1,1,1,CMH,711470,0,JAX,735617,1,659,4415
971,CMHJFK,0,0,0,0,0,0,CMH,711470,0,JFK,8008278,0,483,269
972,CMHLAX,1,1,1,1,0,1,CMH,711470,0,LAX,3694820,1,1996,20248
973,CMHLGA,1,0,0,1,0,0,CMH,711470,0,LGA,8008278,0,478,16189
974,CMHLIT,1,1,0,0,0,0,CMH,711470,0,LIT,183133,0,629,1395
975,CMHMCI,1,1,1,1,0,1,CMH,711470,0,MCI,441545,0,633,6882
976,CMHMCO,1,1,0,1,1,1,CMH,711470,0,MCO,185951,1,802,30159
977,CMHMDT,0,0,0,0,0,0,CMH,711470,0,MDT,48880,0,329,820
978,CMHMDW,0,0,0,0,0,1,CMH,711470,0,MDW,2896016,0,284,24537
979,CMHMEM,0,1,0,0,0,0,CMH,711470,0,MEM,650100,0,518,1259
980,CMHMIA,1,1,0,1,1,0,CMH,711470,0,MIA,362470,1,990,6412
981,CMHMKE,0,0,0,1,1,0,CMH,711470,0,MKE,596974,0,331,4184
982,CMHMLB,0,1,0,0,0,0,CMH,711470,0,MLB,71382,1,849,652
983,CMHMSY,1,1,0,1,0,0,CMH,711470,0,MSY,484674,0,806,4380
984,CMHOAK,1,0,1,1,0,1,CMH,711470,0,OAK,399484,1,2110,3559
985,CMHOKC,1,0,0,0,0,1,CMH,711470,0,OKC,506132,0,866,2853
986,CMHOMA,1,0,1,1,0,1,CMH,711470,0,OMA,390007,0,689,2293
987,CMHORD,1,0,1,0,0,0,CMH,711470,0,ORD,2896016,0,296,24197
988,CMHORF,0,0,0,1,0,0,CMH,711470,0,ORF,234403,0,420,1822
989,CMHPBI,0,1,0,1,1,1,CMH,711470,0,PBI,82103,1,931,4434
990,CMHPDX,1,1,1,1,0,0,CMH,711470,0,PDX,529121,0,2034,5083
991,CMHPNS,0,1,0,1,0,0,CMH,711470,0,PNS,56255,1,718,822
992,CMHPVD,0,0,0,1,0,1,CMH,711470,0,PVD,173618,0,611,3232
993,CMHRDU,0,1,0,1,1,1,CMH,711470,0,RDU,463128,0,361,6387
994,CMHRIC,0,0,0,1,0,0,CMH,711470,0,RIC,197790,0,346,1535
995,CMHROC,0,0,0,1,0,0,CMH,711470,0,ROC,219773,0,346,646
996,CMHRSW,0,1,0,1,0,0,CMH,711470,0,RSW,51970,1,930,9109
997,CMHSAN,1,1,1,1,0,1,CMH,711470,0,SAN,1223400,1,1964,9626
998,CMHSAT,1,1,0,1,0,0,CMH,711470,0,SAT,1144646,0,1140,4771
999,CMHSEA,1,1,1,1,0,1,CMH,711470,0,SEA,563374,0,2017,9390
1000,CMHSFO,1,1,1,1,0,0,CMH,711470,0,SFO,776733,1,2121,8405
1001,CMHSJC,1,1,1,1,0,1,CMH,711470,0,SJC,894943,1,2102,5090
1002,CMHSLC,1,1,1,1,0,1,CMH,711470,0,SLC,181743,0,1529,5147
1003,CMHSMF,1,1,1,1,0,1,CMH,711470,0,SMF,407018,1,2059,4589
1004,CMHSNA,1,0,1,1,0,0,CMH,711470,0,SNA,337977,1,1974,4158
1005,CMHSRQ,0,1,0,1,0,0,CMH,711470,0,SRQ,52715,1,869,2226
1006,CMHSTL,1,0,0,0,0,1,CMH,711470,0,STL,348189,0,410,14158
1007,CMHSYR,0,0,0,1,0,0,CMH,711470,0,SYR,147306,0,423,851
1008,CMHTPA,1,1,0,1,1,1,CMH,711470,0,TPA,303447,1,829,27045
1009,CMHTUL,1,0,0,0,0,1,CMH,711470,0,TUL,393049,0,755,2604
1010,CMHTUS,1,1,0,1,0,1,CMH,711470,0,TUS,486699,0,1654,2423
1011,CMHTYS,0,0,0,0,0,0,CMH,711470,0,TYS,173890,0,342,520
1012,COSCVG,0,1,0,0,0,0,COS,360890,0,CVG,331285,0,1078,3601
1013,COSDAL,0,0,0,0,0,0,COS,360890,0,DAL,1188580,0,1026,55
1014,COSDAY,1,0,0,0,0,0,COS,360890,0,DAY,166179,0,1112,867
1015,COSDCA,1,1,1,0,0,0,COS,360890,0,DCA,572059,0,1487,3410
1016,COSDFW,1,1,1,0,0,0,COS,360890,0,DFW,534694,0,592,9583
1017,COSDSM,0,0,1,0,0,0,COS,360890,0,DSM,198682,0,661,549
1018,COSFLL,1,1,0,0,0,0,COS,360890,0,FLL,152397,1,1674,1481
1019,COSGRR,0,0,1,1,0,0,COS,360890,0,GRR,197800,0,1048,739
1020,COSHOU,1,0,0,0,0,0,COS,360890,0,HOU,1953631,0,833,407
1021,COSIAD,1,0,1,0,0,0,COS,360890,0,IAD,572059,0,1466,4011
1022,COSIND,1,0,1,0,0,0,COS,360890,0,IND,781870,0,1003,2184
1023,COSJAX,1,1,0,0,0,0,COS,360890,0,JAX,735617,1,1455,1170
1024,COSLAX,1,0,1,1,0,0,COS,360890,0,LAX,3694820,1,833,9613
1025,COSLGA,1,1,1,0,0,0,COS,360890,0,LGA,8008278,0,1644,2872
1026,COSLIT,1,0,0,0,0,0,COS,360890,0,LIT,183133,0,747,729
1027,COSMCI,1,0,1,0,0,0,COS,360890,0,MCI,441545,0,605,2118
1028,COSMCO,1,1,1,1,0,0,COS,360890,0,MCO,185951,1,1520,4435
1029,COSMEM,1,0,0,0,0,0,COS,360890,0,MEM,650100,0,855,929
1030,COSMIA,1,0,1,0,0,0,COS,360890,0,MIA,362470,1,1713,1730
1031,COSMKE,1,0,1,1,0,0,COS,360890,0,MKE,596974,0,967,1148
1032,COSMSY,1,0,0,1,0,0,COS,360890,0,MSY,484674,0,1023,1459
1033,COSOAK,0,0,1,0,0,0,COS,360890,0,OAK,399484,1,1029,1317
1034,COSOKC,1,0,1,0,0,0,COS,360890,0,OKC,506132,0,458,993
1035,COSOMA,0,0,1,0,0,0,COS,360890,0,OMA,390007,0,544,676
1036,COSORD,1,1,1,0,0,0,COS,360890,0,ORD,2896016,0,911,5820
1037,COSORF,1,1,0,0,0,0,COS,360890,0,ORF,234403,0,1558,1321
1038,COSPDX,0,1,1,0,0,0,COS,360890,0,PDX,529121,0,1040,2721
1039,COSRDU,1,1,0,0,0,0,COS,360890,0,RDU,463128,0,1437,1614
1040,COSSAN,1,0,1,1,0,0,COS,360890,0,SAN,1223400,1,855,3654
1041,COSSAT,1,1,1,1,0,0,COS,360890,0,SAT,1144646,0,732,2956
1042,COSSEA,0,1,1,0,0,0,COS,360890,0,SEA,563374,0,1082,3742
1043,COSSFO,1,0,1,0,0,0,COS,360890,0,SFO,776733,1,963,3896
1044,COSSJC,1,0,1,1,0,0,COS,360890,0,SJC,894943,1,995,3497
1045,COSSLC,0,1,0,0,0,0,COS,360890,0,SLC,181743,0,410,1659
1046,COSSMF,0,1,1,0,0,0,COS,360890,0,SMF,407018,1,911,1902
1047,COSSNA,0,0,1,1,0,0,COS,360890,0,SNA,337977,1,869,2211
1048,COSSTL,1,0,0,0,0,0,COS,360890,0,STL,348189,0,774,2915
1049,COSTPA,1,1,1,1,0,0,COS,360890,0,TPA,303447,1,1521,2430
1050,COSTUL,1,0,1,0,0,0,COS,360890,0,TUL,393049,0,613,809
1051,COSTUS,0,0,1,1,0,0,COS,360890,0,TUS,486699,0,580,1222
1052,CRPDCA,1,0,0,1,0,0,CRP,277454,0,DCA,572059,0,1409,816
1053,CRPDEN,1,0,0,1,0,0,CRP,277454,0,DEN,554636,0,929,1067
1054,CRPDFW,1,0,0,0,0,0,CRP,277454,0,DFW,534694,0,354,3830
1055,CRPELP,0,0,0,0,0,1,CRP,277454,0,ELP,563662,0,601,731
1056,CRPHOU,0,0,0,0,0,1,CRP,277454,0,HOU,1953631,0,187,10486
1057,CRPIND,0,0,0,1,0,0,CRP,277454,0,IND,781870,0,1046,581
1058,CRPJAX,0,0,0,0,0,0,CRP,277454,0,JAX,735617,1,1003,666
1059,CRPLAX,1,0,0,1,0,0,CRP,277454,0,LAX,3694820,1,1577,1331
1060,CRPLGA,0,0,0,1,0,0,CRP,277454,0,LGA,8008278,0,1617,694
1061,CRPMCI,1,0,0,0,0,1,CRP,277454,0,MCI,441545,0,814,928
1062,CRPMCO,1,0,0,1,0,1,CRP,277454,0,MCO,185951,1,988,1114
1063,CRPMDW,0,0,0,0,0,1,CRP,277454,0,MDW,2896016,0,1112,721
1064,CRPMSY,0,0,0,1,0,1,CRP,277454,0,MSY,484674,0,465,2222
1065,CRPOKC,0,0,0,0,0,1,CRP,277454,0,OKC,506132,0,529,909
1066,CRPORD,1,0,0,1,0,0,CRP,277454,0,ORD,2896016,0,1119,1360
1067,CRPORF,1,0,0,0,0,0,CRP,277454,0,ORF,234403,0,1392,745
1068,CRPSAN,1,0,0,1,0,0,CRP,277454,0,SAN,1223400,1,1499,950
1069,CRPSFO,0,0,0,1,0,0,CRP,277454,0,SFO,776733,1,1818,351
1070,CRPSTL,0,0,0,0,0,1,CRP,277454,0,STL,348189,0,861,1043
1071,CRPTPA,0,0,0,1,0,0,CRP,277454,0,TPA,303447,1,915,691
1072,CRPTUL,1,0,0,1,0,1,CRP,277454,0,TUL,393049,0,588,1029
1073,CVGDAB,0,1,0,0,0,0,CVG,331285,0,DAB,64112,1,711,786
1074,CVGDAL,0,0,0,0,0,0,CVG,331285,0,DAL,1188580,0,1094,70
1075,CVGDCA,0,1,0,0,0,0,CVG,331285,0,DCA,572059,0,411,9518
1076,CVGDEN,0,1,1,1,0,0,CVG,331285,0,DEN,554636,0,1069,11607
1077,CVGDFW,1,1,0,0,0,0,CVG,331285,0,DFW,534694,0,812,11178
1078,CVGFLL,0,1,0,0,0,0,CVG,331285,0,FLL,152397,1,932,9390
1079,CVGGRR,0,0,1,1,0,0,CVG,331285,0,GRR,197800,0,268,1972
1080,CVGGSO,0,1,0,0,0,0,CVG,331285,0,GSO,223891,0,330,1808
1081,CVGGSP,0,1,0,0,0,0,CVG,331285,0,GSP,56720,0,317,1686
1082,CVGHOU,0,1,0,0,0,0,CVG,331285,0,HOU,1953631,0,886,1121
1083,CVGIAD,0,0,0,0,0,0,CVG,331285,0,IAD,572059,0,388,3170
1084,CVGJAN,0,1,0,0,0,0,CVG,331285,0,JAN,184256,0,555,731
1085,CVGJAX,0,1,0,0,0,0,CVG,331285,0,JAX,735617,1,614,3850
1086,CVGJFK,0,1,0,0,0,0,CVG,331285,0,JFK,8008278,0,589,2132
1087,CVGLAX,1,1,1,1,0,0,CVG,331285,0,LAX,3694820,1,1900,12640
1088,CVGLGA,0,1,1,1,0,0,CVG,331285,0,LGA,8008278,0,585,17457
1089,CVGLIT,0,1,0,0,0,0,CVG,331285,0,LIT,183133,0,513,1044
1090,CVGMCI,0,1,0,0,0,0,CVG,331285,0,MCI,441545,0,539,4993
1091,CVGMCO,0,1,1,0,0,0,CVG,331285,0,MCO,185951,1,756,14439
1092,CVGMDT,0,0,0,0,0,0,CVG,331285,0,MDT,48880,0,429,1314
1093,CVGMEM,0,1,0,1,0,0,CVG,331285,0,MEM,650100,0,403,3590
1094,CVGMIA,0,1,0,0,0,0,CVG,331285,0,MIA,362470,1,948,7014
1095,CVGMKE,0,1,0,0,0,0,CVG,331285,0,MKE,596974,0,318,4889
1096,CVGMLB,0,0,0,0,0,0,CVG,331285,0,MLB,71382,1,789,445
1097,CVGMOB,0,1,0,0,0,0,CVG,331285,0,MOB,198915,0,611,870
1098,CVGMSY,0,1,1,0,0,0,CVG,331285,0,MSY,484674,0,700,4766
1099,CVGOKC,0,1,0,0,0,0,CVG,331285,0,OKC,506132,0,756,1089
1100,CVGOMA,0,0,0,0,0,0,CVG,331285,0,OMA,390007,0,614,1445
1101,CVGORD,1,1,1,0,0,0,CVG,331285,0,ORD,2896016,0,264,19946
1102,CVGORF,0,1,0,0,0,0,CVG,331285,0,ORF,234403,0,485,2323
1103,CVGPBI,0,1,0,0,0,0,CVG,331285,0,PBI,82103,1,892,4569
1104,CVGPDX,0,1,0,1,0,0,CVG,331285,0,PDX,529121,0,1975,4134
1105,CVGPNS,0,1,0,0,0,0,CVG,331285,0,PNS,56255,1,645,677
1106,CVGPVD,0,1,0,0,0,0,CVG,331285,0,PVD,173618,0,722,3199
1107,CVGRDU,0,1,0,0,0,0,CVG,331285,0,RDU,463128,0,390,4324
1108,CVGRIC,0,1,0,0,0,0,CVG,331285,0,RIC,197790,0,413,3098
1109,CVGROC,0,0,0,0,0,0,CVG,331285,0,ROC,219773,0,461,1181
1110,CVGRSW,0,1,0,0,0,0,CVG,331285,0,RSW,51970,1,879,7728
1111,CVGSAN,1,1,0,1,0,0,CVG,331285,0,SAN,1223400,1,1865,5547
1112,CVGSAT,0,1,0,0,0,0,CVG,331285,0,SAT,1144646,0,1024,3029
1113,CVGSEA,0,1,1,1,0,0,CVG,331285,0,SEA,563374,0,1964,6308
1114,CVGSFO,1,1,1,1,0,0,CVG,331285,0,SFO,776733,1,2036,10724
1115,CVGSJC,0,1,0,0,0,0,CVG,331285,0,SJC,894943,1,2017,2349
1116,CVGSLC,0,1,0,1,0,0,CVG,331285,0,SLC,181743,0,1449,5806
1117,CVGSMF,0,1,1,0,0,0,CVG,331285,0,SMF,407018,1,1977,1288
1118,CVGSNA,1,1,1,0,0,0,CVG,331285,0,SNA,337977,1,1877,1902
1119,CVGSRQ,0,1,0,0,0,0,CVG,331285,0,SRQ,52715,1,812,3096
1120,CVGSTL,0,0,0,0,0,0,CVG,331285,0,STL,348189,0,307,4677
1121,CVGSYR,0,1,0,0,0,0,CVG,331285,0,SYR,147306,0,527,1601
1122,CVGTPA,0,1,0,0,0,0,CVG,331285,0,TPA,303447,1,773,13769
1123,CVGTUL,0,0,0,0,0,0,CVG,331285,0,TUL,393049,0,646,1000
1124,CVGTUS,0,1,0,0,0,0,CVG,331285,0,TUS,486699,0,1548,2163
1125,CVGTYS,0,0,0,0,0,0,CVG,331285,0,TYS,173890,0,226,593
